MR,Author,Journal,Year,Publication Type,Citation,Version,Website,Lentght,Accuracy Score,Lenght
1810841,"Ashrafi, A. R.",Algebra Colloq.,2000,article,"M. Schonert et al., GAP: Groups, Algorithms, and Programming, Lehrstuhl D für Mathematik, RWTH Aachen, 1994.",Unknown,No,108,1,108
2050157,"Ashrafi, A. R.",J. Korean Math. Soc.,2004,article,"M. Schonert et al., GAP, Groups, Algorithms and Programming, Lehrstuhl De fur Mathematik, RWTH, Aachen, 1992.",Unknown,No,109,1,109
2083462,"Ashrafi, A. R. and Venkataraman, G.",Proc. Indian Acad. Sci. Math. Sci.,2004,article,"Schonert M, et al., GAP, Groups, Algorithms and Programming, Lehrstuhl de fur Mathematik, RWTH, Aachen (1992)",Unknown,No,109,1,109
2206317,"Ashrafi, A. R.",Taiwanese J. Math.,2006,article,"M. Schonert et al., GAP, Groups, Algorithms and Programming, Lehrstuhl De fur Mathematik, RWTH, Aachen, 1992.",Unknown,No,109,1,109
2108801,"Ashrafi, A. R. and Taeri, B.",J. Appl. Math. Comput.,2005,article,"M. Schonert et al., GAP: Groups, Algorithms and Programming, Version 4.3, Aachen, St Andrews, 2003. (http://www-gap.dcs.st-andrews.ac.uk/simgap)",4.3,Yes,144,3,144
3955200,"Ashrafi, A. R. and Koorepazan-Moftakhar, F.",C. R. Math. Acad. Sci. Paris,2019,article,"The GAP Team, Group, GAP-Groups, Algorithms, and Programming, Version 4.5.5, http://www.gap-system.org, 2012.",4.5.5,Yes,109,3,109
3999087,"Ashrafi, A. R. and Haghi, E.",Bull. Malays. Math. Sci. Soc.,2019,article,"The GAP Team, GAP—Groups, Algorithms, and Programming, Version 4.5.5, 2012. http://www.gap-system.org",4.5.5,Yes,101,3,101
4165842,"Ashrafi, A. R. and Ghanbari-Maman, L. and Kavousi, K. and Koorepazan-Moftakhar, F.",Ars Math. Contemp.,2020,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, https://www.gap-system.org.",Unknown,Yes,85,1,85
4142064,"Ashrafi, A. R. and Koorepazan-Moftakhar, F. and Salahshour, M. A.",Comm. Algebra,2020,article,"The GAP Team Group. (2012). GAP - Groups, Algorithms, and Programming, Version 4.5.5. http://www.gap-system.org.",4.5.5,Yes,112,3,112
3063895,"Assi, A. and García-Sánchez, P. A.",Appl. Algebra Engrg. Comm. Comput.,2013,article,"The GAP Group, GAP—Groups, algorithms, and programming, version 4.4; 2004. (http://www.gap-system.org)",4.4,Yes,102,3,102
3424052,"Assi, A. and García-Sánchez, P. A.",J. Symbolic Comput.,2016,article,"The GAP Group, 2014. GAP – Groups, Algorithms, and Programming, Version 4.7.5. http://www.gap-system.org.",4.7.5,Yes,105,3,105
3550351,"Assi, A. and García-Sánchez, P. A. and Micale, V.",J. Symbolic Comput.,2017,article,"GAP Group, 2014. GAP – groups, algorithms, and programming, version 4.7.5. http://www.gap-system.org.",4.7.5,Yes,101,3,101
2178086,"Assmann, B. and Eick, B.",J. Symbolic Comput.,2005,article,"The GAP Group, 2004. GAP—Groups, Algorithms and Programming, version 4.4. http://www.gap-system.org.",4.4,Yes,100,3,100
2299794,"Assmann, B. and Eick, B.",Math. Comp.,2007,article,"The GAP Group. GAP–Groups, Algorithms and Programming. www.gap-system.org, 2006. Centre for Interdisciplinary Research in Computational Algebra (CIRCA), Univer- sity of St Andrews, North Haugh, St Andrews, KY16 9SS Fife, Scotland E-mail address: bjoernmcs.st-and.ac.uk Institut Computational Mathematics, Fachbereich Mathematik und Informatik, Tech- nische Universität Braunschweig, Braunschweig, Germany E-mail address: beicktu-bs.de",Unknown,Yes,434,2,434
2358616,"Assmann, B. and Linton, S.",J. Algebra,2007,article,"The GAP Group, GAP—Groups, algorithms and programming, http://www.gap-system.org, 2006.",Unknown,Yes,87,1,87
3095137,"Atanasov, R. and Foguel, T. and Penland, A.",Results Math.,2013,article,"The GAP Group.: Gap—groups, algorithms, and programming, (http://www.gap-system.org) Version 4.4 (2002)",4.4,Yes,103,3,103
2899926,"Attar, M. S.",Comm. Algebra,2012,article,"The GAP Group. (2008). GAP-Groups, Algorithms, and Programming. Version 4.4.12 Available at http://www.gap-system.org.",4.4.12,Yes,118,3,118
2949209,"Aubry, P. and Valibouze, A.",Internat. J. Algebra Comput.,2012,article,"The GAP group, GAP—Groups, Algorithms, and Programming, Version 4.4.12 (2008), http://www.gap-system.org.",4.4.12,Yes,105,3,105
2748335,"Ault, S. V.",Algebr. Geom. Topol.,2010,article,"TG Group, GAP - Groups, Algorithms and Programming, version 4.4.10 (2007) Available at http://www.gap-system.org/",4.4.10,Yes,113,3,113
2520526,"Azad, A. and Praeger, C. E.",Bull. Aust. Math. Soc.,2009,article,"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.4; 2005 (http://www.gap-system.org).",4.4,Yes,102,3,102
3851116,"Avilov, A.",Eur. J. Math.,2018,article,"The GAP Group, GAP–Groups, Algorithms, and Programming. Version 4.8.2 (2016). http://www.gap-system.org",4.8.2,Yes,103,3,103
2173965,"Avitabile, M. and Mattarei, S.",J. Algebra,2005,article,"G. Havas, M.F. Newman, E.A. O'Brien, ANU p-Quotient Program (version 1.4); written in C, available as a share library with GAP and as part of Magma, or from http://wwwmaths.anu.edu.au/services/ftp.html, School of Mathematical Sciences, Australian National University, Canberra, 1997.",1.4,Yes,283,3,283
2726572,"Avitabile, M. and Jurman, G. and Mattarei, S.",Internat. J. Algebra Comput.,2010,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4.10, 2007, http://www.gap-system.org.",4.4.10,Yes,104,3,104
3320863,"Awtrey, C. and Miles, N. and Milstead, J. and Shill, C. and Strosnider, E.",Involve,2015,article,"GAP: groups, algorithms, and programming, Version 4.4.12, The GAP Group, 2008, available at http://www.gap-system.org.",4.4.12,Yes,118,3,118
4125845,"Ayzenberg, A.",J. Math. Soc. Japan,2020,article,"F. Effenberger and J. Spreer, simpcomp–GAP toolkit for simplicial complexes, version 1.3.3, (2010), https://simpcomp-team.github.io/simpcomp/.",1.3.3,Yes,142,3,142
4125845,"Ayzenberg, A.",J. Math. Soc. Japan,2020,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, version 4.8.4, (2016), http://www.gap-system.org.",4.8.4,Yes,107,3,107
3921334,"d'Azevedo, A. B. and Catalano, D. A. and Širáň, J.",Ann. Comb.,2019,article,"The GAP group: GAP - Groups, Algorithms, and Programming. Available at http://www.gap-system.org/",Unknown,Yes,97,2,97
3544422,"Azizi, A. and Talbi, M. and Talbi, M. and Derhem, A. and Mayer, D. C.",Int. J. Number Theory,2016,article,"The GAP group, GAP — groups, algorithms, and programming — a system for computational discrete algebra, version 4.7.8, Aachen, Braunschweig, Fort Collins, St. Andrews (2015); http://www.gap-system.org.",4.7.8,Yes,201,3,201
2854847,"Bäärnhielm, H. and Leedham-Green, C. R.",J. Symbolic Comput.,2012,article,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4, 2006, http://www.gap-system.org.",4.4,Yes,101,3,101
3283836,"Bäärnhielm, H. and Holt, D. and Leedham-Green, C. R. and O'Brien, E. A.",J. Symbolic Comput.,2015,article,"GAP Group 2014. GAP—Groups, Algorithms, and Programming, Version 4.7.4. http://www.gap-system.org.",4.7.4,Yes,98,3,98
2746050,"Bächle, A. and Kimmerle, W.",J. Algebra,2011,article,"The GAP Group, GAP - Groups, Algorithms, and Programming, version 4.4.10. Aachen. St. Andrews, http://www.gap-system. org. 2007.",4.4.10,Yes,128,3,128
3658506,"Bächle, A. and Caicedo, M.",Internat. J. Algebra Comput.,2017,article,"The GAP Group, GAP — Groups, Algorithms, and Programming (2015). Version 4.7.8, http://www.gap-system.org.",4.7.8,Yes,106,3,106
3708050,"Bächle, A. and Margolis, L.",Internat. J. Algebra Comput.,2017,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.7.8 (2015), http://www.gap-system.org.",4.7.8,Yes,106,3,106
3715687,"Bächle, A. and Margolis, L.",Proc. Edinb. Math. Soc. (2),2017,article,"GAP Group, GAP – groups, algorithms, and programming, Version 4.7.5 (available at www.gap-system.org; 2014).",4.7.5,Yes,108,3,108
3787812,"Bächle, A. and Sambale, B.",Arch. Math. (Basel),2018,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.8.8; 2017, (http://www.gap-system.org).",4.8.8,Yes,105,3,105
3824793,"Bächle, A.",Forum Math.,2018,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.3, 2016, http://www.gap-system.org.",4.8.3,Yes,105,3,105
3894722,"Bächle, A. and Herman, A. and Konovalov, A. and Margolis, L. and Singh, G.",Exp. Math.,2018,article,"The GAP Group,. GAP – Groups, Algorithms, and Programming, Version 4.8.6. Available online (http://www.gap-system.org), 2016.",4.8.6,Yes,125,3,125
1829738,"Bader, L. and Ghinelli, D. and Penttila, T.",European J. Combin.,2001,article,"M. Schönert et al., GAP: Groups, Algorithms and Programming, Lehrstuhl D für Mathematik, RWTH Aachen, 1992.",Unknown,No,107,1,107
3508302,"Badr, E. and Bars, F.",Comm. Algebra,2016,article,"GAP, (2008). The GAP Group: Groups, Algorithms, and Programming, a system for computational discrete algebra, available at http://www.gap-system.org. Version 4.4.11.",4.4.11,Yes,165,3,165
3475065,"Badr, E. and Bars, F.",Internat. J. Algebra Comput.,2016,article,"GAP, The GAP Group: Groups, Algorithms, and Programming, a system for computational discrete algebra (2008), http://www.gap-system.org. Version 4.4.11.",4.4.11,Yes,151,3,151
3854064,"Badr, E. and Bars, F. and Lorenzo García, E.",Math. Comp.,2019,article,"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4.5.7, 2012. (http://www.gap-system.org)",4.5.7,Yes,104,3,104
4052374,"Badr, E. and Lorenzo García, E.",Colloq. Math.,2020,article,"The GAP Group, GAP-Groups, Algorithms, and Programming, Version 4–5.7, http://www.GAP-system.org (2012).",5.7,Yes,104,3,104
3759293,"Bagarello, F. and Russo, F. G.",J. Geom. Phys.,2018,article,"The GAP Group, GAPGroups, algorithms, and programming, version 4.4, 2004. http://www.gap-system.org.",4.4,Yes,100,3,100
4131124,"Bagarello, F. and Russo, F. G.",J. Lie Theory,2020,article,"The GAP Group: GAP-Groups, Algorithms and Programming, version 4.4, available at http://ww.gap-system.org (2005).",4.4,Yes,113,3,113
2946450,"Bagchi, B. and Datta, B.",Discrete Comput. Geom.,2012,article,"Effenberger, F., Spreer, J.: simpcomp—A GAP toolkit for simplicial complexes, version 1.5.4 (2011). http://www.igt.uni-stuttgart.de/LstDiffgeo/simpcomp. http://code.google.com/p/simpcomp/",1.5.4,Yes,187,3,187
2075257,"Bagiński, C. and Konovalov, A.",Publ. Math. Debrecen,2004,article,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.2, Aachen, St Andrews, 1999, http://www.gap-system.org.",4.2,Yes,123,3,123
3935380,"Bagiński, C. and Kurdics, J.",Comm. Algebra,2019,article,"The GAP Group (2015). GAP–Groups, Algorithms, and Programming, Version 4.7.8. Available at: http://www.gap-system.org",4.7.8,Yes,117,3,117
4020373,"Bahrami, Z. and Taeri, B.",Turkish J. Math.,2019,article,"The GAP Group. Groups, Algorithms and Programing. Version 4.4; 2005; (http://www.gap-system.org).",4.4,Yes,97,3,97
3618158,"Bailey, R. A. and Cameron, P. J. and Filipiak, K. and Kunert, J. and Markiewicz, A.",Statist. Sinica,2017,article,"The GAP Group (2014). GAP Groups, Algorithms, and Programming, Version 4.7.4. (http://www.gap-system.org)",4.7.4,Yes,105,3,105
3551906,"Bailey, A. and Finn-Sell, M. and Snocken, R.",Israel J. Math.,2016,article,"The GAP Group, Gap – groups, algorithms, and programming, version 4.6, 5, 2013, (http://www.gap-system.org).",4.6,Yes,108,3,108
3276824,"Baishya, S. J. and Das, A. K.",Rend. Semin. Mat. Univ. Padova,2014,article,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.6.4, 2013 (http://www.gap-system.org).",4.6.4,Yes,106,3,106
4107596,"Baishya, S. J.",Comm. Algebra,2020,article,"The GAP Group (2013)., GAP - Groups, Algorithms and Programming, Version 4.6.4, http://www.gap-system.org.",4.6.4,Yes,106,3,106
2273130,"Bailey, R. A. and Cameron, P. J. and Dobcsányi, P. and Morgan, J. P. and Soicher, L. H.",Discrete Math.,2006,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.3; Aachen, St. Andrews, 2002, (http://www.gap-system.org/).",4.3,Yes,125,3,125
2271685,"Bailey, R. F.",Des. Codes Cryptogr.,2006,article,"The GAP Group (2004) GAP–Groups, algorithms, and programming, Version 4.4. (http://www.gap-system.org)",4.4,Yes,102,3,102
2356140,"Bailey, R. F. and Dixon, J. P.",Comm. Algebra,2007,article,"The GAP Group. (2004). GAP - Groups, Algorithms, and Programming, Version 4.4; (http://www.gap-system.org).",4.4,Yes,107,3,107
2519160,"Bailey, R. F.",Discrete Math.,2009,article,"The GAPGroup, GAP—Groups Algorithms, and Programming Version 4.4, 2004. http://www.gap-system.org.",4.4,Yes,98,3,98
2408485,"Bailey, R. A. and Cameron, P. J. and Connelly, R.",Amer. Math. Monthly,2008,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.6; Aachen, St Andrews, 2005, available at http://www.gap-system.org/.",4.6,Yes,135,3,135
2684077,"Bailey, R. F. and Stevens, B.",Discrete Math.,2010,article,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.4; 2004, http://www.gap-system.org.",4.4,Yes,101,3,101
2956331,"Bailey, R. F. and Prellberg, T.",Contrib. Discrete Math.,2012,article,"The GAP Group, GAP - Groups, Algorithms, and Programming, version 4.4, 2004, http://www.gap-system.org.",4.4,Yes,103,3,103
3010114,"Bailey,  R. F. and Cáceres, J. and Garijo, D. and González, A. and Márquez, A. and Meagher, K. and Puertas, M.
L.",European J. Combin.,2013,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4, 2004. http://www.gap-system.org.",4.4,Yes,101,3,101
3337174,"Bailey, R. F.",Australas. J. Combin.,2015,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.6.2, 2013, www.gap-system.org.",4.6.2,Yes,96,3,96
3337174,"Bailey, R. F.",Australas. J. Combin.,2015,article,"A. Hanaki, Elementary functions for association schemes on GAP, math.shinshu-u.ac.jp/simhanaki/as/gap/.",Unknown,No,103,1,103
3150758,"Baishya, S. J.",C. R. Math. Acad. Sci. Paris,2014,article,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.6.4, http://www.gap-system.org, 2013.",4.6.4,Yes,103,3,103
3744777,"Baĭkalov, A. A.",Algebra Logika,2017,article,"The GAP Group, GAP—Groups, Algorithms, Programming, a System for Computational Discrete Algebra, Vers. 4.8.7 (2017); http://www.gap-system.org.",4.8.7,Yes,143,3,143
1695016,"Baker, M. D.",Trans. Amer. Math. Soc.,2001,article,"GAP (Groups, algorithms, and programming). Available from: http://www.gap.dcs.st-and.ac.uk/simgap/.",Unknown,Yes,99,2,99
3957954,"Baker, M. D. and Goerner, M. and Reid, A. W.",J. Algebra,2019,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, version 4.9.1, https://www.gap-system.org, 2018.",4.9.1,Yes,106,3,106
3995003,"Bakshi, G. K. and Kaur, G.",Finite Fields Appl.,2019,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.10.1, 2019.",4.10.1,No,79,1,79
2864860,"Balagović, M. and Policastro, C.",J. Pure Appl. Algebra,2012,article,"J. Michel, GAP Manual http://www.math.jussieu.fr/simjmichel/.",Unknown,Yes,61,1,61
4109354,"Ball, S. and Pepe, V.",Discrete Math.,2020,article,"The GAP Group, GAP – groups, algorithms, and programming, version 4.10.1, 2019, (https://www.gap-system.org).",4.10.1,Yes,109,3,109
3361643,"Ballantyne, J. and Bates, C. and Rowley, P.",LMS J. Comput. Math.,2015,article,"The GAP group, `GAP–groups, algorithms, and programming, Version 4.4.12', 2008, http://www.gap-system.org.",4.4.12,Yes,106,3,106
3386519,"Ballantyne, J. and Rowley, P.",Electron. J. Combin.,2015,article,"The GAP Group. GAP – Groups, Algorithms, and Programming, Version 4.3. http://www.gap-system.org: 2002.",4.3,Yes,103,3,103
3092787,"Ballester-Bolinches, A. and Cosme-Llópez, E. and Esteban-Romero, R.",Cent. Eur. J. Math.,2013,article,"The GAP Group, GAP–Groups, Algorithms, Programming, v. 4.5.7, 2012",4.5.7,No,66,1,66
1941921,"Ballester-Bolinches, A. and Esteban-Romero, R.",Comm. Algebra,2002,article,"The GAP Group, Aachen, St Andrews. GAP–Groups, Algorithms, and Programming, Version 4.1, 1999. (http://www-gap.dcs.st-and.ac.uk/simgap).",4.1,Yes,136,3,136
3658297,"Ballester-Bolinches, A. and Esteban-Romero, R. and Lu, J.",Arch. Math. (Basel),2017,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.6, November 2016. http://www.gap-system.org.",4.8.6,Yes,114,3,114
3893365,"Ballester-Bolinches, A. and Cosme-Llópez, E. and Jiménez-Seral, P.",J. Algebra,2019,article,"The GAP Group, GAP – groups, algorithms, and programming, version 4.7.8, http://www.gap-system.org, 2015.",4.7.8,Yes,105,3,105
4156098,"Ballester-Bolinches, A. and Esteban-Romero, R. and Meng, H. and Su, N.",J. Algebra,2021,article,"The GAP Group, GAP – groups, algorithms, and programming, version 4.10.1, http://www.gap-system.org, 2019.",4.10.1,Yes,106,3,106
2555698,"Ballinger, B. and Blekherman, G. and Cohn, H. and Giansiracusa, N. and Kelly, E. and Schürmann, A.",Experiment. Math.,2009,article,"The GAP Group. GAP: Groups. Algorithms, and Programming, Version 4.4. Available online (http://www.gap-system.org/), 2006.",4.4,Yes,122,3,122
3780407,"Balodi, M. and Palcoux, S.",J. Combin. Theory Ser. A,2018,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.8.3, gap-system.org, 2016.",4.8.3,No,94,2,94
2850041,"Balogh, Z. and Juhász, T.",Publ. Math. Debrecen,2011,article,"he GAP Group, GAP - Groups, Algortihms and Programming, Version 4.4.10, 2007, (http://www.gap-system.org).",4.4.10,Yes,106,3,106
4128140,"Balogh, Z. and Bovdi, V.",Publ. Math. Debrecen,2020,article,"Zs. Balogh and V. Laver, RAMEGA – RAndom MEthods in Group Algebras Version 1.0.0. The GAP Group, 2020.",1.0.0,No,102,2,102
4128140,"Balogh, Z. and Bovdi, V.",Publ. Math. Debrecen,2020,article,"The GAP Group, GAP – Groups Algorithms and Programming Version 4.11.0., https://www.gap-system.org (2020).",4.11.0,Yes,106,3,106
2422501,"Bamberg, J. and Penttila, T.",Comm. Algebra,2008,article,"The GAP Group. (2005). GAP - Groups, Algorithms, and Programming, version 4.4.10.2007. http://www.gap-system.org.",4.4.10.2007,Yes,113,3,113
2334641,"Bamberg, J. and Penttila, T.",Innov. Incidence Geom.,2006,article,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version4.4, 2005. (http://www.gap-system.org).",4.4,Yes,104,3,104
3325626,"Bamberg, J. and Devillers, A. and Fawcett, J. B. and Praeger, C. E.",J. Combin. Theory Ser. A,2015,article,"The GAP Group, romanGAP–Groups, Algorithms, and Programming, Version 4.6.3, http://www.gap-system.org, 2013.",4.6.3,Yes,108,3,108
3272384,"Bamberg, J. and Glasby, S. P. and Swartz, E.",J. Algebra,2015,article,"John Bamberg, S.P. Glasby, Eric Swartz, AS-configurations and skew-translation generalised quadrangles (including supporting GAP code), arXiv:1405.5063v2.",1405.5063,No,154,2,154
3272384,"Bamberg, J. and Glasby, S. P. and Swartz, E.",J. Algebra,2015,article,"GAP—groups, algorithms, and programming, version 4.7.2, http://www.gap-system.org, 2014.",4.7.2,Yes,88,2,88
3739185,"Bamberg, J. and Li, C. H. and Swartz, E.",Trans. Amer. Math. Soc.,2018,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.7.8, 2015.",4.7.8,No,78,1,78
3795627,"Bamberg, J. and Glasby, S. P. and Morgan, L. and Niemeyer, A. C.",J. Pure Appl. Algebra,2018,article,"The GAP Group, GAP–Groups, Algorithms, and Programming, Version 4.8.7, http://www.gap-system.org, 2017.",4.8.7,Yes,103,3,103
4125850,"Bannai, E. and Navarro, G. and Rizo, N. and Tiep, P. H.",J. Math. Soc. Japan,2020,article,"The GAP group, GAP — Groups, Algorithms, Programming, version 4.4, 2004, http://www.gap-system.org.",4.4,Yes,99,3,99
4125850,"Bannai, E. and Navarro, G. and Rizo, N. and Tiep, P. H.",J. Math. Soc. Japan,2020,article,"M. Schönert et al., GAP – Groups, Algorithms, and Programming, sixth edition, Lehrstuhl D für Mathematik, RWTH Aachen, Germany, 1997.",Unknown,No,133,1,133
2868897,"Baptistelli, P. H. and Manoel, M.",Topology Appl.,2012,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4.9, 2006, http://www.gap-system.org.",4.4.9,Yes,103,3,103
2795737,"Barakat, M. and Lange-Hegermann, M.",J. Algebra Appl.,2011,article,"The GAP group, GAP—groups, algorithms, and programming, version 4.4, 2006, http://www.gap-system.org.",4.4,Yes,101,3,101
2854188,"Barakat, M. and Cuntz, M.",Adv. Math.,2012,article,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.4, http://www.gap-system.org, 2006.",4.4,Yes,103,3,103
1473430,"Barbasch, D. and Moy, A.",Trans. Amer. Math. Soc.,1999,article,"GAP, Lehrstuhl D fuer Mathematik, RWTH Aachen http://www.ccs.neu.edu/mirrors/GAP.",Unknown,Yes,81,1,81
2003626,"Bardakov, V. G. and Vesnin, A. Y.",Algebra Logika,2003,article,"GAP: Groups, Algorithms and Programming, A computer program available from http://www.dcs.stand.ac.uk/gap.",Unknown,Yes,106,2,106
4113853,"Bardakov, V. G. and Neshchadim, M. V. and Yadav, M. K.",Internat. J. Algebra Comput.,2020,article,"The GAP Group, Groups Algorithms and Programming, version 4.10.2 (2019), http://www.gap-system.org.",4.10.2,Yes,99,3,99
1700514,"Bardoe, M. K.",J. Algebra,1999,article,"M. Schönert et al., ""GAP Groups, Algorithms and Programming, Lehrstuhl D für Mathematik, RWTH Aachen, 1992.",Unknown,No,107,1,107
2608962,"Barraclough, R. W.",LMS J. Comput. Math.,2010,article,"The GAP Group. GAP—Groups, Algorithms, and Programming, version 4.3, 2002 (www.gap-system.org).",4.3,Yes,95,3,95
2308856,"Barraclough, R. W. and Wilson, R. A.",LMS J. Comput. Math.,2007,article,"Thomas Breuer, Manual for the GAP character table library, Version 1.1 (Lehrstuhl D für Mathematik, Rheinisch Westfälische Technische Hochschule, Aachen, Germany, 2004). 161, 172",1.1,No,178,2,178
2308856,"Barraclough, R. W. and Wilson, R. A.",LMS J. Comput. Math.,2007,article,"The GAP Group, `GAP—groups, algorithms, and programming', Version 4.3 (2002), http://www.gap-system.org. 161",4.3,Yes,108,3,108
2983192,"De Barros, D. A. S. and Grishkov, A. and Vojtěchovský, P.",J. Algebra Appl.,2012,article,"GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4.12; 2008. (http://www.gap-system.org)",4.4.12,Yes,101,3,101
2266824,"Barry, F. and MacHale, D. and Ní Shé, Á.",Math. Proc. R. Ir. Acad.,2006,article,"The GAP Group, GAP - Groups, Algorithms, and Programming, Version 4.2, Aachen-St Andrews, 1999, available at http://www-gap.dcs.st-and.ac.uk/simgap (accessed 10 October 2006).",4.2,Yes,175,3,175
2266850,"Bartholdi, L. and Enriquez, B. and Etingof, P. and Rains, E.",J. Algebra,2006,article,"The GAP Group, GAP—Groups, Algorithms, and Programming, Version 4.4, http://www.gap-system.org, 2005.",4.4,Yes,101,3,101
2254535,"Bartholdi, L.",Israel J. Math.,2006,article,"GAP—Groups, Algorithms, and Programming, Version 4.3, The GAP Group, 2002, http://www.gap-system.org.",4.3,Yes,101,3,101
1763395,"Bartholdi, L.",Amer. Math. Monthly,2000,article,"Martin Schönert et al., GAP: Groups, algorithms and programming, RWTH Aachen, 1993.",Unknown,No,83,0,83
2009317,"Bartholdi, L.",J. Algebra,2003,article,"M. Schönert, et al., GAP: Groups, Algorithms and Programming, RWTH, Aachen, 1993.",Unknown,No,81,0,81
2171236,"Bartholdi, L. and Sidki, S. N.",Trans. Amer. Math. Soc.,2006,article,"GAP — Groups, Algorithms, and Programming, Version 4.3, The GAP Group, 2002, http://www.gap-system.org.",4.3,Yes,103,3,103
2066313,"Bartholdi, L.",New Zealand J. Math.,2004,article,"Martin Schönert et al., GAP: Groups, algorithms and programming, RWTH Aachen, 1993.",Unknown,No,83,0,83
2218347,"Bartholdi, L.",Pacific J. Math.,2005,article,"The GAP Group, ""GAP: Groups, Algorithms, and Programming"", 2002, Available at http://www.gap-system.org/. Version 4.3.",4.3,Yes,118,3,118
2320997,"Bartholdi, L. and Bush, M. R.",J. Number Theory,2007,article,"GAP—Groups, Algorithms, and Programming, version 4.4, The GAP Group, 2005, http://www.gap-system.org.",4.4,Yes,101,3,101
2595090,"Bartholdi, L. and de la Harpe, P.",Groups Geom. Dyn.,2010,article,"The GAP Group, GAP - Groups, Algorithms, and Programming. Version 4.4.10, 2007. http://www.gap-system.org",4.4.10,Yes,105,3,105
3084710,"Bartholdi, L.",New York J. Math.,2013,article,"The GAP Group. GAP—Groups, Algorithms, and Programming, Version 4.4.10, 2008. http://www.gap-system.org.",4.4.10,Yes,104,3,104
3305041,"Bartholdi, L. and Buff, X. and Graf von Bothmer, H. and Kröker, J.",Exp. Math.,2015,article,"The GAP Group. ""GAP—Groups, Algorithms, and Programming,"" Version 4.4.10. Available at http://www.gap-system.org, 2008.",4.4.10,Yes,119,3,119
3746628,"Bartholdi, L. and Dudko, D.",Ann. Fac. Sci. Toulouse Math. (6),2017,article,"The GAP Group, ""GAP —Groups, Algorithms, and Programming, Version 4.5"", 2016, http://www.gap-system.org.",4.5,Yes,104,3,104
3641831,"Bartholdi, L.",Groups Geom. Dyn.,2017,article,"The GAP Group, GAP –Groups, Algorithms, and Programming. Version 4.4.10, 2008. http://www.gap-system.org",4.4.10,Yes,104,3,104
2247887,"Artal Bartolo, E. and Carmona Ruber, J. and Cogolludo Agustín, J. I.",Trans. Amer. Math. Soc.,2007,article,"The GAP Group, Aachen, St Andrews, GAP – Groups, Algorithms, and Programming, Version 4.2, 2000, (http://www-gap.dcs.st-and.ac.uk/~gap).",4.2,Yes,136,3,136
1626409,"Artal Bartolo, E. and Carmona Ruber, J.",J. Math. Soc. Japan,1998,article,"M. Schönert et al., GAP version 3.4, 4th edition, Lehrstuhl D für Mathematik, RWTH Aachen, 1995.",3.4,No,96,2,96
2040575,"Artal Bartolo, E. and Carmona Ruber, J. and Cogolludo Agustín, J. I.",Math. Proc. Cambridge Philos. Soc.,2004,article,"The GAP Group, Aachen, St Andrews. GAP–Groups, algorithms and programming, Version 4.2, 2000, (http://www-gap.dcs.st-and.ac.uk/simgap).",4.2,Yes,135,3,135
3917961,"Barucci, V. and Strazzanti, F.",Semigroup Forum,2019,article,"The GAP Group. GAP—Groups, Algorithms, and Programming, Version 4.8.4 (2016). http://www.gap-system.org. Accessed 4 June 2016",4.8.4,Yes,125,3,125
3483355,"Basheer, A. B. M. and Seretlo, T. T.",Quaest. Math.,2016,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.4.10, 2007. http://www.gap-system.org",4.4.10,Yes,105,3,105
3622353,"Basheer, A. B. M. and Moori, J.",Bull. Iranian Math. Soc.,2017,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.4.10, 2007. http://www.gap-system.org",4.4.10,Yes,105,3,105
3145212,"Basheer, A. B. M. and Moori, J.",Bull. Iranian Math. Soc.,2013,article,"The GAP Group, GAP – Groups, Algorithms, and Programming, Version 4.4.10; 2007. (http://www.gap-system.org)",4.4.10,Yes,107,3,107
