Delay
0.0
2.0
3.0
1.0555555555555556
0.875
0.7368421052631579
0.9433962264150944
1.08
1.7407407407407407
2.0
2.1354166666666665
2.2788461538461537
2.3737373737373737
3.0551181102362204
3.546218487394958
4.205607476635514
5.225352112676056
6.043795620437956
7.290076335877862
5.923076923076923
5.785714285714286
4.895833333333333
5.202898550724638
4.281609195402299
4.562913907284768
5.487179487179487
9.610778443113773
12.075
