MR,Author,Journal,Year,Publication Type,Citation,Version,Website,Lentght,Accuracy Score,Lenght
4105096,"Crnković, D. and Rukavina, S. and Švob, A.",J. Algebraic Combin.,2020,article,"Soicher, L.H.: The GRAPE package for GAP, Version 4.7, 2017. http://www.maths.qmul.ac.uk/~leonard/grape/",Package,Yes,104,3,104
4105096,"Crnković, D. and Rukavina, S. and Švob, A.",J. Algebraic Combin.,2020,article,"Wilson, R.A., Parker, R.A., Nickerson, S., Bray, J.N., Breuer, T.: The GAP package AtlasRep, Version 1.5.1 (2016). https://www.gap-system.org/Packages/atlasrep.html",Package,Yes,164,3,164
2195590,"Dabbaghian-Abdoly, V.",Canad. J. Math.,2006,article,"V. Dabbaghian-Abdoly, REPSN - A Package for Constructing Representations of Finite Groups. GAP package. http://www.gap_system.org/Packages/repsn.html 2004. 
MR2168613",Package,Yes,166,3,166
2299793,"Dabbaghian-Abdoly, V.",Math. Comp.,2007,article,"V. Dabbaghian-Abdoly, RPSEN - A Package for Constructing Representations of Finite Groups, GAP Package, 2004, (http://www.gap-system.org/Packages/repsn.html). 
MR2168613",Package,Yes,169,3,169
2168613,"Dabbaghian-Abdoly, V.",J. Symbolic Comput.,2005,article,"Dabbaghian-Abdoly, V., 2004. RPSEN—A Package for Constructing Representations of Finite Groups. GAP Package. http://www.gap-system.org/Packages/repsn.html. 
MR2705116",Package,Yes,166,3,166
2255125,"Dabbaghian-Abdoly, V.",J. Algebra,2006,article,"V. Dabbaghian-Abdoly, RPSEN—A Package for Constructing Representations of Finite Groups, GAP Package, 2004, http://www.gap-system.org/Packages/repsn.html. 
MR2168613",Package,Yes,165,3,165
2303192,"Dabbaghian-Abdoly, V.",J. Algebra,2007,article,"V. Dabbaghian-Abdoly, REPSN—A package for constructing representations of finite groups, GAP package, http://www.gap-system.org/Packages/repsn.html, 2004. 
MR2168613",Package,Yes,165,3,165
2630014,"Dabbaghian, V. and Dixon, J. D.",Math. Comp.,2010,article,"V. Dabbaghian, REPSN—for constructing representations of finite groups, GAP package, Version 3.0.1, (2008). (http://www.gap-system.org/Packages/repsn.html).",Package,Yes,156,3,156
2813470,"D'Anna, M. and Micale, V. and Sammartano, A.",J. Commut. Algebra,2011,article,"M. Delgado, P.A. Garcia-Sanchez and J. Morais, NumericalSgps-A GAP package, 0.96 (2005), (http://www.gap-system.org/Packages/numericalsgps).",Package,Yes,140,3,140
3786416,"D'Anna, M. and García-Sánchez, P. A. and Micale, V. and Tozzo, L.",Internat. J. Algebra Comput.,2018,article,"M. Delgado, P. A. García-Sánchez and J. Morais, ""NumericalSgps"", A GAP package for numerical semigroups, Version 1.1.0 (2017), (Refereed GAP package), https://gap-packages.github.io/numericalsgps. 
MR3493240",Package,Yes,207,3,207
3990993,"D'Anna, M. and Jafari, R. and Strazzanti, F.",Collect. Math.,2019,article,"Delgado, M., García-Sánchez, P.A., Morais, J.: ""NumericalSgps""—a GAP package, Version 1.1.5 (2017) http://www.gap-system.org/Packages/numericalsgps.html. Accessed 25 Sept 2017",Package,Yes,175,3,175
3765459,"Dantas, A. C. and Sidki, S. N.",J. Algebra,2018,article,"Y. Muntyan, D. Savchuk, AutomGrp – GAP package for computations in self-similar groups and semigroups, version 1.2.4, 2014.",Package,No,123,2,123
3080203,"Daoud, B. and Hamitouche, M. and Merikhi, K.",Mediterr. J. Math.,2013,article,"W. Nickel, NQ, 1998, A refereed GAP 4 package. see [9].",Package,No,55,1,55
3852764,"Davies, S.",Theory Comput. Syst.,2018,article,"Delgado, M., Linton, S., Morais, J.: Automata – a GAP package, Version 1.13. http://cmup.fc.up.pt/cmup/mdelgado/automata/ (2011)",Package,Yes,128,3,128
2216274,"De Beule, J. and Storme, L.",Des. Codes Cryptogr.,2006,article,"De Beule J, Govaerts P, Storme L Projective geometries, a share package for GAP. (http://cage.ugent.be/simjdebeule/pg)",Package,Yes,118,3,118
2241339,"De Beule, J. and Storme, L.",Bull. Belg. Math. Soc. Simon Stevin,2005,article,"J. De Beule, P. Govaerts, and L. Storme. Projective Geometries, a share package for GAP. (http://cage.ugent.be/~jdebeule/pg), submitted to GAP.",Package,Yes,143,3,143
2319174,"De Beule, J. and Metsch, K.",J. Combin. Theory Ser. A,2007,article,"J. De Beule, P. Govaerts, L. Storme, Projective geometries, a share package for GAP, http://cage.ugent.be/simjdebeule/pg.",Package,Yes,121,3,121
2303198,"de Graaf, W. A.",J. Algebra,2007,article,"M. Costantini, W.A. de Graaf, C. Schneider, liealgdb, a database of Lie algebras, a GAP4 package, 2006, in preparation.",Package,No,119,2,119
2556132,"de Graaf, W. A. and Pavan, A.",J. Algebra,2009,article,"Bettina Eick, Werner Nickel, Polycyclic, a GAP package, http://www.gap-system.org/Packages/polycyclic.html, 2004 (accepted).",Package,Yes,124,3,124
2745547,"de Graaf, W. A.",J. Algebra,2011,article,"W.A. de Graaf, SLA - computing with Simple Lie Algebras, a GAP package, http://science.unitn.it/simdegraaf/sla.html, 2009.",Package,Yes,122,3,122
2765379,"de Graaf, W. A.",J. Symbolic Comput.,2011,article,"de Graaf, W.A., 2009. SLA—computing with Simple Lie Algebras. A GAP package, (http://science.unitn.it/simdegraaf/sla.html).",Package,Yes,123,3,123
2944435,"de Graaf, W. A. and Yakimova, O. S.",Algebr. Represent. Theory,2012,article,"de Graaf, W.A.: SLA–Computing with Simple Lie Algebras. A GAP Package (2009). http://science.unitn.it/simdegraaf/sla.html",Package,Yes,121,3,121
2975387,"de Graaf, W. A. and Vinberg, E. B. and Yakimova, O. S.",J. Algebra,2012,article,"Willem A. de Graaf, SLA–Computing with simple Lie algebras. A GAP package, http://science.unitn.it/simdegraaf/sla.html, 2009.",Package,Yes,125,3,125
3768261,"De Graaf, W. A.",Internat. J. Algebra Comput.,2018,article,"B. Eick and T. Moede, ccalgs — version 1.0 — a GAP package (2015), http://www.icm.tu-bs.de/tobmoede/ccalgs/.",Package,Yes,108,3,108
2831404,"de Klerk, E. and Dobre, C. and Ṗasechnik, D. V.",Math. Program.,2011,article,"Solcher, L.H.: GRAPE: GRaph Algorithms using PErmutation groups—A GAP package, Version number 4.3 (2006). http://www.maths.qmul.ac.uk/simleonard/grape/",Package,Yes,151,3,151
3061707,"Dietrich, H. and Faccin, P. and de Graaf, W. A.",J. Symbolic Comput.,2013,article,"Dietrich, H., Faccin, P., de Graaf, W.A., 2012. CoReLG - computing with real Lie groups. A GAP4 package, www.science.unitn.it/simcorelg.",Package,Yes,136,3,136
3987331,"Dekimpe, K. and Kaiser, T. and Tertooy, S.",J. Algebra,2019,article,"Franz Gähler, Carat, interface to CARAT, a crystallographic groups package, Version 2.2.2, Refereed GAP package, Mar. 2018.",Package,No,123,2,123
2287275,"Delgado, M. and Rosales, J. C.",Port. Math. (N.S.),2006,article,"Delgado, M.; García-Sánchez, P.A. and Morais, J. - ""numericalsgps"": a GAP [12] package on numerical semigroups. (http://www.gap-system.org/Packages/numericalsgps.html). 
MR3493240",Package,Yes,179,3,179
1832319,"Delgado, M. and Fernandes, V. H.",Semigroup Forum,2000,article,"Linton, S., G. Pfeiffer, E. Robertson, and N. Ruškuc, ""Monoid v2.0"", GAP package, 1997.",Package,No,87,1,87
2395197,"Delgado, M. and García-Sánchez, P. A. and Rosales, J. C. and Urbano-Blanco, J. M.",Semigroup Forum,2008,article,"Delgado, M., García-Sánchez, P.A., Morais, J.: ""Numericalsgps"": a GAP [12] package on numerical semigroups. http://www.gap-system.org/Packages/numericalsgps.html 
MR3493240",Package,Yes,172,3,172
2863437,"Delgado, M. and Steinberg, B.",Internat. J. Algebra Comput.,2011,article,"M. Delgado and J. Morais, SgpViz, a GAP package to visualize finite semigroups, Version 0.998 (2008), http://www.gap-system.org/Packages/sgpviz.html.",Package,Yes,149,3,149
3150926,"Delgado, M. and Farrán, J. I. and García-Sánchez, P. A. and Llena, D.",IEEE Trans. Inform. Theory,2014,article,"M. Delgado, ""Intpic, a GAP package for drawing integers"", [Online]. Available: http://www.fc.up.pt/cmup/mdelgado/software/",Package,Yes,122,3,122
3150926,"Delgado, M. and Farrán, J. I. and García-Sánchez, P. A. and Llena, D.",IEEE Trans. Inform. Theory,2014,article,"M. Delgado, P. A. García-Sánchez, J. Morais, ""NumericalSgps, a GAP package for numerical semigroups,"" [Online]. Available: http://www.gap-system.org/",Package,Yes,149,3,149
3089757,"Delgado, M. and Fernandes, V. H.",Port. Math.,2013,article,"M. Delgado, J. Morais, and P. García-Sánchez. Numericalsgps—a GAP package on numerical semigroups, December 2011. Version number 0.971. Available via http://www.gap-system.org/.",Package,Yes,177,3,177
3490354,"Delgado, M. and García-Sánchez, P. A. and Robles-Pérez, A. M.",LMS J. Comput. Math.,2016,article,"M. Delgado, `intpic, a GAP package for drawing integers', http://www.gap-system.org/.",Package,Yes,85,2,85
3490354,"Delgado, M. and García-Sánchez, P. A. and Robles-Pérez, A. M.",LMS J. Comput. Math.,2016,article,"M. Delgado, P. A. García-Sánchez and J. Morais, `Numerical Sgps, a GAP package for numerical semigroups', version 1.0.1, 2015, http://www.gap-system.org/. 
MR3529638",Package,Yes,165,3,165
3774427,"Delgado, M.",Math. Z.,2018,article,"Delgado, M.: ""intpic"", A GAP Package for Drawing Integers, Version 0.2.1 (2015). http://www.gap-system.org/",Package,Yes,107,3,107
3774427,"Delgado, M.",Math. Z.,2018,article,"Delgado, M., García-Sánchez, P.A., Morais, J.: ""NumericalSgps"", A GAP Package for Numerical Semi-groups, Version 1.0.1 (2015). http://www.gap-system.org/ 
MR3493240",Package,Yes,164,3,164
3177884,"Denoncin, D.",J. Algebra,2014,article,"J.N. Bray, T. Breuer, S. Nickerson, R.A. Parker, R.A. Wison, Atlasrep - a GAP4 Package, http://www.math.rwth-aachen.de/simThomas.Breuer/atlasrep.",Package,Yes,145,3,145
2556145,"Detinko, A. S. and Flannery, D. L. and O'Brien, E. A.",J. Algebra,2009,article,"A.S. Detinko, B. Eick, D.L. Flannery, Nilmat - Computing with nilpotent matrix groups. A refereed GAP 4 package, see http://www.gap-system.org/Packages/nilmat.html, 2007.",Package,Yes,170,3,170
2381967,"Detinko, A. S. and Flannery, D. L.",J. Symbolic Comput.,2008,article,"Assmann, B., Eick, B., 2007a. Polenta-Polycyclic presentations for matrix groups. A refereed GAP 4 package. See http://www.gap-system.org/Packages/polenta.html.",Package,Yes,160,3,160
2381967,"Detinko, A. S. and Flannery, D. L.",J. Symbolic Comput.,2008,article,"Detinko, A.S., Eick, B., Flannery, D.L., 2007. Nilmat-Computing with nilpotent matrix groups. A refereed GAP 4 package. See http://www.gap-system.org/Packages/nilmat.html.",Package,Yes,171,3,171
2523766,"Detinko, A. S. and Flannery, D. L.",J. Symbolic Comput.,2009,article,"Detinko, A.S., Eick, B., Flannery, D.L., 2007. Nilmat–Computing with nilpotent matrix groups. A refereed GAP 4 package; see http://www.gap-system.org/Packages/nilmat.html.",Package,Yes,171,3,171
2831949,"Detinko, A. S. and Flannery, D. L. and O'Brien, E. A.",J. Algebra,2011,article,"B. Assmann, B. Eick, Polenta. A refereed GAP 4 package, www.gap-system.org/Packages/polenta.html, 2007.",Package,Yes,103,3,103
3739225,"Detinko, A. and Flannery, D. L. and Hulpke, A.",Math. Comp.,2018,article,"A. Hulpke, The  GAP package matgrp, http://www.math.colostate.edu/~hulpke/matgrp/.",Package,Yes,82,2,82
3739225,"Detinko, A. and Flannery, D. L. and Hulpke, A.",Math. Comp.,2018,article,"M. Neunhöffer, Á. Seress, et al., The  GAP package recog, a collection of group recognition methods, http://gap-packages.github.io/recog/.",Package,Yes,138,3,138
3957957,"Detinko, A. S. and Flannery, D. L. and Hulpke, A.",J. Algebra,2019,article,"D.F. Holt, The GAP package kbmag, Knuth-Bendix on monoids and automatic groups, https://www.gap-system.org/Packages/kbmag.html.",Package,Yes,127,3,127
3957957,"Detinko, A. S. and Flannery, D. L. and Hulpke, A.",J. Algebra,2019,article,"M. Neunhöffer, Á. Seress, et al., The GAP package recog, A collection of group recognition methods, http://gap-packages.github.io/recog/.",Package,Yes,137,3,137
4134829,"Detinko, A. S. and Flannery, D. L. and Hulpke, A.",Exp. Math.,2020,article,"M. Neunhöffer, Á. Seress, et al., ""The GAP Package recog."" A Collection of Group Recognition Methods, http://gap-packages.github.io/recog/",Package,Yes,138,3,138
4048472,"Dias, I. R. M. and Rocco, N. R.",J. Group Theory,2020,article,"B. Eick, M. Horn and W. Nickel, Polycyclic – Computation with polycyclic groups, Version 2.11, 2013 – A GAP 4 package, in: The Gap Group, GAP—Groups, Algorithms, and Programming, Version 4.8.3, 2016 http://www.gap--system.org.",Package,Yes,226,3,226
3096505,"Dietrich, H. and de Graaf, W. A.",Pacific J. Math.,2013,article,"H. Dietrich, P. Faccin, and W. A. de Graaf, ""CoReLG - computing with real Lie groups"", a GAP 4 package, 2012, Available at http://www.science.unitn.it/simcorelg.",Package,Yes,161,3,161
3096505,"Dietrich, H. and de Graaf, W. A.",Pacific J. Math.,2013,article,"M. Costantini and W. A. de Graaf, ""Singular: a GAP 4 package"", The GAP Group, 2006, Available at http://www.gap-system.org/Packages/singular.html.",Package,Yes,146,3,146
3096505,"Dietrich, H. and de Graaf, W. A.",Pacific J. Math.,2013,article,"W. A. de Graaf, ""SLA: computing with simple Lie algebras, a GAP 4 package"", 2012, Available at http://www.science.unitn.it/simdegraaf/sla.html.",Package,Yes,143,3,143
3283749,"Dietrich, H. and Faccin, P. and de Graaf, W. A.",J. Algebra,2015,article,"Heiko Dietrich, Paolo Faccin, Willem A. de Graaf, Corelg: computing with real Lie groups, A GAP 4 package, available at science.unitn.it/simcorelg/.",Package,No,148,2,148
3283749,"Dietrich, H. and Faccin, P. and de Graaf, W. A.",J. Algebra,2015,article,"Heiko Dietrich, Paolo Faccin, Willem A. de Graaf, A GAP package for computing with real semisimple Lie algebras, in: H. Hong, C. Yap (Eds.), ICMS 2014, in: Lecture Notes in Comput. Sci., vol. 8592, Springer, Heidelberg, 2014, pp. 59–66. 
MR3334745",Package,No,247,2,247
4044695,"Dietrich, H. and Wilson, J. B.",J. Algebra,2020,article,"H. Dietrich, The GAP4 package cubefree, available at http://users.monash.edu/~heikod/cubefree.html.",Package,Yes,99,3,99
4180114,"Dietrich, H. and de Graaf, W. A.",J. Symbolic Comput.,2021,article,"Dietrich, H., Faccin, P., de Graaf, W.A., 2019. CoReLG, computation with real Lie groups. Version 1.53. https://gap-packages.github.io/corelg/. Refereed GAP package.",Package,Yes,165,3,165
3187647,"Digne, F. and Michel, J.",Adv. Math.,2014,article,"J. Michel, The development version of the CHEVIE package of GAP3, arXiv:1310.7905. 
cf. MR3343221",Package,No,97,2,97
2946109,"Distler, A. and Mitchell, J. D.",Electron. J. Combin.,2012,article,"A. Distler and J. D. Mitchell. Smallsemi—a GAP package, version 0.6.4, 2011. http://tinyurl.com/jdmitchell/smallsemi/.",Package,Yes,118,3,118
3169623,"Distler, A.",Comm. Algebra,2014,article,"Distler, A., Mitchell, J. D. (2011). Smallsemi - A Library of Small Semigroups. http://tinyurl.com/jdmitchell/smallsemi/, Oct A GAP 4 package [5], Version 0.6.4.",Package,Yes,161,3,161
3164153,"Distler, A. and Kelsey, T.",Semigroup Forum,2014,article,"Besche, U., Eick, B., O'Brien, E.: The SmallGroups Library. http://www-public.tu-bs.de:8080/simbeick/soft/small/small.html (2002). An accepted, GAP 4 package [11]",Package,Yes,162,3,162
3164153,"Distler, A. and Kelsey, T.",Semigroup Forum,2014,article,"Distler, A., Mitchell, J.D.: Smallsemi—a library of small semigroups. A GAP 4 package [11], Version 0.6.0 (2010). http://www-history.mcs.st-and.ac.uk/simjamesm/smallsemi/",Package,Yes,170,3,170
3341502,"Distler, A. and Eick, B.",Groups Complex. Cryptol.,2015,article,"A. Distler, SpecialExt: Lower central and derived series extensions, A GAP package [6], Version 0.2, 2014, www.icm.tu-bs.de/ag_algebra/software/SpecialExt/.",Package,Yes,156,3,156
2344980,"Dobcsányi, P. and Preece, D. A. and Soicher, L. H.",European J. Combin.,2007,article,"L.H. Soicher, The DESIGN package for GAP, Version 1.1. http://designtheory.org/software/gap_design/, 2004.",Package,Yes,106,3,106
3967410,"Dong, H. and Zhao, X.",Ars Combin.,2019,article,"L. H. Soicher, The DESIGN Package for GAP, Version 1.6 (2011), http://designtheory.org/software/gap-design/.",Package,Yes,108,3,108
2735087,"Dooms, A. and Jespers, E. and Konovalov, A.",J. K-Theory,2010,article,"V. Bovdi, A. Konovalov, R. Rossmanith and C. Schneider, LAGUNA—Lie AlGebras and UNits of group Algebras, Version 3.4, GAP package, 2007 (http://www.cs.st-andrews.ac.uk/simalexk/laguna.htm).",Package,Yes,189,3,189
2735087,"Dooms, A. and Jespers, E. and Konovalov, A.",J. K-Theory,2010,article,"O. Broche Cristo, A. Konovalov, A. Olivieri, G. Olteanu and Á. del Río, Wedderga—Wedderburn Decomposition of Group Algebras, Version 4.3.2, GAP package, 2008 (http://www.um.es/adelrio/wedderga.htm). 
MR2284667",Package,Yes,209,3,209
2735087,"Dooms, A. and Jespers, E. and Konovalov, A.",J. K-Theory,2010,article,"A. Dooms, E. Jespers, A. Konovalov and H. Verril. Congruence—Congruence subgroups of SL_2(BbbZ), GAP package, in development.",Package,No,125,2,125
3314295,"Douglas, A. and Repka, J.",J. Algebra,2015,article,"W.A. de Graaf, SLA-computing with simple Lie algebras. A GAP package, http://www.science.unitn.it/simdegraaf/sla.html, 2009.",Package,Yes,124,3,124
3390983,"Douglas, A. and Repka, J.",J. Math. Phys.,2015,article,"W. A. De Graaf, SLA-computing with Simple Lie algebras. A GAP package (2009), http://www.science.unitn.it/~degraaf/sla.html.",Package,Yes,124,3,124
3647480,"Douglas, A. and Repka, J.",Linear Algebra Appl.,2017,article,"W.A. de Graaf, SLA-computing with simple Lie algebras. A GAP package, http://www.science.unitn.it/degraaf/sla.html, 2009.",Package,Yes,121,3,121
3448801,"Douglas, A. and Repka, J.",J. Pure Appl. Algebra,2016,article,"W.A. de Graaf, SLA-computing with simple Lie algebras, A GAP package, http://www.science.unitn.it/~degraaf/sla.html, 2009.",Package,Yes,122,3,122
3520275,"Douglas, A. and Repka, J.",Comm. Algebra,2016,article,"de Graaf, W. A. (2009). SLA-computing with simple Lie algebras. A GAP package. Available at: http://www.science.unitn.it/degraaf/sla.html.",Package,Yes,138,3,138
3076395,"Douglas, A. and de Guise, H. and Repka, J.",J. Math. Phys.,2013,article,"W. A. de Graaf, ""SLA-computing with Simple Lie algebras. A GAP package,"" 2012; see http://www.science.unun.it/simdegraaf/sla.html.",Package,Yes,130,3,130
3841217,"Douglas, A. and Repka, J.",Linear Multilinear Algebra,2018,article,de Graaf WA. SLA-computing with simple Lie algebras. A GAP package; 2009. Available from: http://www.science.unitn.it/degraaf/sla.html,Package,Yes,134,3,134
4163066,"Douglas, A. and de Graaf, W. A.",J. Algebra,2021,article,"W.A. de Graaf, T. GAP Team, SLA, computing with simple Lie algebras, Version 1.5.2 (Refereed GAP package), https://gap-packages.github.io/sla/, 2019.",Package,Yes,149,3,149
4163066,"Douglas, A. and de Graaf, W. A.",J. Algebra,2021,article,"C. Jefferson, E. Jonauskyte, M. Pfeiffer, R. Waldecker, Images - minimal and canonical images, a GAP package, Version 1.1.0, http://gap-packages.github.io/images/, 2018. 
MR3906181",Package,Yes,180,3,180
2431758,"Drápal, A. and Vojtěchovský, P.",European J. Combin.,2008,article,"G.P. Nagy, P. Vojtěchovský, LOOPS: Computing with quasigroups and loops, version 1.5.0, package for GAP. Distribution website: http://www.math.du.edu/loops.",Package,Yes,156,3,156
2818949,"Drápal, A. and Vojtěchovský, P.",J. Group Theory,2011,article,"G. P. Nagy and P. Vojtěchovský. LOOPS: Computing with quasigroups and loops, version 2.1.0, package for GAP. Distribution website: www.math.du.edu/loops.",Package,Yes,153,3,153
3338085,"Drápal, A. and Griggs, T. S. and Kozlik, A. R.",J. Algebra Appl.,2015,article,"G. P. Nagy and P. Vojtěchovský, LOOPS – a GAP package, version 2.1.0 (2008), http://www.math.du.edu/loops/.",Package,Yes,107,3,107
2806565,"Drupieski, C. M.",Int. Math. Res. Not. IMRN,2011,article,"de Graff, Willem A., QuaGroup - A GAP package, Version 1.3, 17/10/2007, http://www.science.unitn.it/simdegraaf/quagroup.html",Package,Yes,124,3,124
3414409,"Dudas, O. and Malle, G.",J. Pure Appl. Algebra,2016,article,"J. Michel, The development version of the CHEVIE package of GAP3, Preprint, arXiv:1310.7905, 2013. 
cf. MR3343221",Package,No,113,2,113
3210126,"Dudas, O. and Malle, G.",C. R. Math. Acad. Sci. Paris,2014,article,"J. Michel, The GAP-part of the Chevie system, GAP 3-package available for download from http://www.math.jussieu.fr/simjmichel/chevie/chevie.html.",Package,Yes,145,3,145
1840386,"Dumas, J. and Saunders, B. D. and Villard, G.",J. Symbolic Comput.,2001,incollection,"Dumas, J.-G., Heckenbach, F., Saunders, B. D., Welker, V. (2000). Simplicial Homology, a (proposed) share package for GAP. Manual (Available at http://www.cis.ude1.edu/simdumas/Homology).",Package,Yes,187,3,187
2845937,"Duncan, D. M. and Hoffman, T. R. and Solazzo, J. P.",Rocky Mountain J. Math.,2011,article,"L.H. Soicher, The GRAPE package for GAP, Version 4.3, 2006, http://www. maths.qmul.ac.uk/simleonard/grape/.",Package,Yes,107,3,107
2988181,"Dukes, P. J.",Des. Codes Cryptogr.,2012,article,"Soicher L.H.: The GRAPE package for GAP, Version 4.3, (2006). http://www.maths.qmul.ac.uk/simleonard/ grape/.",Package,Yes,109,3,109
2035314,"Dutour, M. and Deza, M.",Electron. J. Combin.,2004,article,"M. Dutour, PlanGraph, a GAP package for Planar Graph, http://www.liga.ens.fr/simdutour/PlanGraph, in preparation.",Package,Yes,113,3,113
2556144,"Dutour Sikirić, M. and Ellis, G.",J. Algebra,2009,article,"G. Ellis, HAP - Homological algebra programming, Version 1.8, a package for the GAP computational algebra system, http://www.gap-system.org/Packages/hap.html, 2007. 
MR2478414",Package,Yes,175,3,175
2832829,"Dutour Sikirić, M. and Ellis, G. and Schürmann, A.",J. Number Theory,2011,article,"G. Ellis, HAP - Homological Algebra Programming, a package for the GAP computer algebra system, http://www.gap-system.org.",Package,Yes,122,3,122
4182902,"Dutour Sikirić, M. and Garber, A. and Magazinov, A.",SIAM J. Discrete Math.,2020,article,"M. Dutour Sikirić, Polyhedral, a GAP package, http://mathieudutour.altervista.org/Polyhedral/index.html, 2015.",Package,Yes,110,3,110
4182902,"Dutour Sikirić, M. and Garber, A. and Magazinov, A.",SIAM J. Discrete Math.,2020,article,"F. Effenberger and J. Spreer, SimpComp, a GAP package, https://www.gap-system.org/Packages/simpcomp.html, 2018.",Package,Yes,111,3,111
3181226,"Drápal, A. and Griggs, T. S. and Kozlik, A. R.",Discrete Math.,2014,article,"G.P. Nagy, P. Vojtěchovský, LOOPS-A GAP Package, Version 2.1.0, December 2008. http://www.math.du.edu/loops/.",Package,Yes,109,3,109
2793615,"Effenberger, F.",J. Combin. Theory Ser. A,2011,article,"Felix Effenberger, Jonathan Spreer, simpcomp - A GAP package, Version 1.4.0, http://www.igt.uni-stuttgart.de/LstDiffgeo/simpcomp, 2010, submitted to the GAP Group.",Package,Yes,163,3,163
2093230,"Egner, S. and Püschel, M.",J. Symbolic Comput.,2004,article,"Egner, S., Püschel, M., 1998. AREP–constructive representation theory and fast signal transforms. GAP share package. Available from http://www.ece.cmu.edu/simsmart/arep/arep.html.",Package,Yes,179,3,179
1844703,"Eick, B.",J. Algebra,2001,article,"B. Eick and W. Nickel, ""Polycyclic,"" A GAP [15] software package, 2000.",Package,No,71,1,71
1844703,"Eick, B.",J. Algebra,2001,article,"E. H. Lo, ""PCQA,"" A GAP [15] software share package, 1995.",Package,No,58,1,58
1972750,"Eick, B. and Ostheimer, G.",Math. Comp.,2003,article,"Karel Dekimpe and Bettina Eick, Aclib, 2000, A GAP share package, see [15].",Package,No,75,1,75
1972750,"Eick, B. and Ostheimer, G.",Math. Comp.,2003,article,"Bettina Eick and Werner Nickel, Polycyclic, 2000, A GAP share package, see [15].",Package,No,80,1,80
1904637,"Eick, B. and Leedham-Green, C. R. and O'Brien, E. A.",Comm. Algebra,2002,article,"Eick, Bettina; O'Brien, E.A. AutPGroup–A GAP 4 Package. See.[10]",Package,No,64,1,64
1931315,"Eick, B.",J. Symbolic Comput.,2002,article,"Eick, B., Nickel, W. (2000). Polycyclic. A GAP 4 package, see Gap (2000).",Package,No,73,1,73
2132374,"Eick, B.",J. London Math. Soc. (2),2005,article,"B. Eick and W. Nickel, Polycyclic – Computing with polycyclic groups (Gap Group, 2000) (a GAP 4 package). 
MR1829476",Package,No,116,2,116
2422322,"Eick, B. and Nickel, W.",J. Algebra,2008,article,"B. Eick, W. Nickel, Polycyclic—Computing with polycyclic groups, version 2.2, a refereed GAP 4 package, see [21], available at http://www.icm.tu-bs.de/ag_algebra/software/eick/polycyclic, 2007.",Package,Yes,193,3,193
2422322,"Eick, B. and Nickel, W.",J. Algebra,2008,article,"W. Nickel, NQ, 1998, A refereed GAP 4 package, see [21].",Package,No,56,1,56
2531220,"Eick, B.",J. Algebra,2009,article,"B. Eick, W. Nickel, Polycyclic—computing with polycyclic groups, 2005. A refereed GAP 4 package, see [20].",Package,No,106,2,106
2531220,"Eick, B.",J. Algebra,2009,article,"B. Eick and E. O'Brien, AutPGrp—Computing the automorphism group of a p-group, 2005. A refereed GAP 4 package, see [20]. 
MR2050106",Package,No,131,2,131
3197178,"Eick, B. and Horn, M.",J. Algebra,2014,article,"B. Eick, W. Nickel, Polycyclic - Computing with polycyclic groups, 2005, a refereed GAP 4 package, see [28].",Package,No,108,2,108
3197178,"Eick, B. and Horn, M.",J. Algebra,2014,article,"B. Eick, E. O'Brien, AutPGrp - Computing the automorphism group of a p-group, 2005, a refereed GAP 4 package, see [28]. 
MR2050106",Package,No,130,2,130
3197178,"Eick, B. and Horn, M.",J. Algebra,2014,article,"M. Horn, An extension of the Small Groups library, 2013, a GAP 4 package, see [28].",Package,No,83,1,83
3197178,"Eick, B. and Horn, M.",J. Algebra,2014,article,"M. Horn, B. Eick, GroupExt - Constructing finite groups, 2013, a GAP 4 package, see [28].",Package,No,89,1,89
3197178,"Eick, B. and Horn, M.",J. Algebra,2014,article,"M. Neunhoeffer, F. Noeske, Genss - Generic Schreier—Sims, 2012, A GAP 4 package, see [28].",Package,No,90,2,90
3197178,"Eick, B. and Horn, M.",J. Algebra,2014,article,"C. Sievers, FGA - Computing with free groups, 2003, a refereed GAP 4 package, see [28].",Package,No,87,1,87
3461078,"Eick, B. and King, S.",J. Algebra,2016,article,"H.U. Besche, B. Eick, E. O'Brien, SmallGroups — a library of groups of small order, 2005. A refereed GAP 4 package, see [14].",Package,No,125,2,125
3642104,"Eick, B. and Moede, T.",Exp. Math.,2017,article,"T. Moede. ""Coclass Graphs for Nilpotent Associative Algebras."" A GAP 4 package, see [The GAP Group 05], available online (http://www.icm.tubs.de/~tobmoede/ccalgs/), 2015.",Package,Yes,170,3,170
3498299,"Eick, B.",Groups Complex. Cryptol.,2016,article,"V. Felsch and F. Gähler, CrystCap – A libarary of crystallographic groups. A refereed GAP 4 package, 2000.",Package,No,106,2,106
3807061,"Eick, B. and Moede, T.",J. Algebra,2018,article,"H.U. Besche, B. Eick, E. O'Brien, Small Groups – a library of groups of small order. A GAP 4 package. Webpage available at www.icm.tu-bs.de/ag_algebra/software/small/small.html, 2005.",Package,Yes,183,3,183
3807061,"Eick, B. and Moede, T.",J. Algebra,2018,article,"B. Eick, T. Moede, pnqporc, a GAP 4 package. Available at http://www.icm.tu-bs.de/~tobmoede/pnq/pnqporc-1.0.tar.gz, 2017.",Package,Yes,121,3,121
