MR,Author,Journal,Year,Publication Type,Citation,Version,Website,Lentght,Accuracy Score,Lenght
3848461,"Bernardi, A. and Vanzo, D.",Ann. Mat. Pura Appl. (4),2018,article,"de Graaf, W.A.:  SLA—computing with Simple Lie Algebras, a  GAP4 package, version 1.1 (2016). http://science.unitn.it/~degraaf/sla.html",Package,Yes,135,3,135
2103323,"Bessis, D. and Michel, J.",Experiment. Math.,2004,article,"D. Bessis and J. Michel. ""VKCURVE, Software Package for GAP3."" Available from World Wide Web (http://www.math.jussieu.fr/simjmichel/vkcurve.html), 2003",Package,Yes,151,3,151
2171593,"Bessis, D.",J. Math. Sci. (N.Y.),2005,incollection,"D. Bessis and J. Michel, VKCURVE, software package for romanGAP3, source and documentation available at: http://www.math.jussieu.fr/ jmichel/vkcurve.html",Package,Yes,153,3,153
1840383,"Binder, F. and Mayr, P.",J. Symbolic Comput.,2001,incollection,"Aichinger, E., Binder, F., Ecker, J., Eggetsberger, R., Mayr, P., Nöbauer, C. (2000). SONATA: Systems of Nearrings and Their Applications, Package for the group theory system GAP4, Austria, Universität Linz. Available at http://www.algebra.uni-linz.ac.at/sonata/.",Package,Yes,263,3,263
2996872,"Bishop, M. and Douglass, J. M. and Pfeiffer, G. and Röhrle, G.",J. Symbolic Comput.,2013,article,"Pfeiffer, G., 2007. ZigZag—A GAP3 Package for Descent Algebras of Finite Coxeter Groups. Electronically available at: http://schmidt.nuigalway.ie/zigzag.",Package,Yes,153,3,153
3008911,"Bishop, M. and Douglass, J. M. and Pfeiffer, G. and Röhrle, G.",J. Algebra,2013,article,"G. Pfeiffer, ZigZag - A GAP3 package for descent algebras of finite Coxeter groups, http://schmidt.nuigalway.ie/zigzag, 2011.",Package,Yes,125,3,125
3283755,"Bishop, M. and Douglass, J. M. and Pfeiffer, G. and Röhrle, G.",J. Algebra,2015,article,"G. Pfeiffer, ZigZag—a GAP3 package for descent algebras of finite Coxeter groups, electronically available at http://schmidt.nuigalway.ie/zigzag, 2007.",Package,Yes,151,3,151
3710034,"Bishnoi, A. and Ihringer, F.",Contrib. Discrete Math.,2017,article,"L.H. Soicher, GRAPE, graph algorithms using permutation groups, Version 4.6.1., Refereed GAP package, May 2012, http://www.maths.qmul.ac.uk/~leonard/grape/.",Package,Yes,156,3,156
2827200,"Blanco, V. and Rosales, J. C.",Internat. J. Algebra Comput.,2011,article,"M. Delgado, P. A. García-Sánchez and J. Morais, ""Numericalsgps"": A GAP Package on Numerical Semigroups, http://www.gap-system.org/Packages/numericalsgps.html.",Package,Yes,158,3,158
2863434,"Blanco, V. and García-Sánchez, P. A. and Puerto, J.",Internat. J. Algebra Comput.,2011,article,"M. Delgado, P. García-Sánchez and J. Morais, ""numericalsgp"": A GAP package on numerical semigroups (2008), http://www.gap-system.org/Packages/numericalsgps.html.",Package,Yes,161,3,161
3022135,"Blanco, V. and Puerto, J.",SIAM J. Discrete Math.,2012,article,"M. Delgado, P.A. García-Sánchez, and J. Morais, ""numericalsgps'': A GAP Package on Numerical Semigroups, http://www.gap-system.org/Packages/numericalsgps.html.",Package,Yes,159,3,159
2900095,"Blanco, V. and Rosales, J. C.",Comput. Math. Appl.,2012,article,"M. Delgado, P.A. García-Sánchez, J. Morais, Numericalsgps: a GAP package on numerical semigroups, http://www.gap-system.org/Packages/numericalsgps.html.",Package,Yes,152,3,152
2501513,"Blyth, R. D. and Morse, R. F.",J. Algebra,2009,article,"B. Eick, W. Nickel, Polycyclic–Computing with polycyclic groups, 2002. A GAP Package, see [16]. 
MR1829476",Package,No,106,2,106
2501513,"Blyth, R. D. and Morse, R. F.",J. Algebra,2009,article,"W. Nickel, romannp–Nilpotent Quotients of Finitely Presented Groups, 2003. A GAP Package, see [16].",Package,No,99,2,99
4063325,"Bocheński, M. and Jastrz\c{e}bski, P. and Tralle, A.",Math. Comp.,2020,article,"M. Bocheński, P. Jastrzȩbski, and A. Tralle, CKForms. A GAP Package. Avaiable online (https://pjastr.github.io/CKForms/).",Package,Yes,121,3,121
4063325,"Bocheński, M. and Jastrz\c{e}bski, P. and Tralle, A.",Math. Comp.,2020,article,"W. A. de Graaf, SLA-Computing with Simple Lie Algebras, A GAP Package. Available online (http://www.science.unitn.it/degraaf/sla.html).",Package,Yes,135,3,135
4022142,"Bogya, N. and Nagy, G. P.",Acta Math. Hungar.,2019,article,"M. Costantini and W. de Graaf, Singular, The GAP interface to Singular, Version 12.04.28 (2012), (GAP package), http://www.gap-system.org/HostedGapPackages/singular/.",Package,Yes,166,3,166
4022142,"Bogya, N. and Nagy, G. P.",Acta Math. Hungar.,2019,article,"L. H. Soicher, DESIGN, The Design Package for GAP, Version 1.6 (2011), (Refereed GAP package), http://www.designtheory.org/software/gap_design/.",Package,Yes,144,3,144
3054572,"Bondarenko, I. V. and Bondarenko, N. V. and Sidki, S. N. and Zapata, F. R.",Groups Geom. Dyn.,2013,article,"L. Bartholdi, FR—GAP package for computations with functionally recursive groups. Available at http://www.gap-system.org/Packages/fr.html",Package,Yes,137,3,137
3054572,"Bondarenko, I. V. and Bondarenko, N. V. and Sidki, S. N. and Zapata, F. R.",Groups Geom. Dyn.,2013,article,"Y. Muntyan and D. Savchuk, AutomGrp—GAP package for computations in self-similar groups and semigroups. Available at http://finautom.sourceforge.net/",Package,Yes,149,3,149
3830835,"Bonderson, P. and Rowell, E. C. and Wang, Z. and Zhang, Q.",Pacific J. Math.,2018,article,"H. U. Besche, B. Eick, and E. O'Brien, ""GAP: The Small Groups Library"", software package, 2002, available at https://www.gap-system.org/Packages/sgl.html.",Package,Yes,154,3,154
4025666,"Bovdi, V. and Breuer, T. and Maróti, A.",J. Algebra,2020,article,"T. Breuer, The GAP character table library, version 1.2.2, http://www.math.rwth-aachen.de/~Thomas.Breuer/ctbllib, Mar 2013, GAP package.",Package,Yes,136,3,136
3492159,"Boykett, T. and Howell, K.",Comm. Algebra,2016,article,"Aichinger, E., Binder, F., Ecker, J., Mayr, P., Nöbauer, C. (2012). SONATA - system of near-rings and their applications, GAP package, Version 2.6. Available at http://www.algebra.uni-linz.ac.at/Sonata/",Package,Yes,202,3,202
3473864,"Boykett, T. and Wendt, G.",Comm. Algebra,2016,article,"Aichinger, E., Binder, F., Ecker, J., Mayr, P., Nöbauer, C. (2003). SONATA - system of near-rings and their applications, GAP package, Version 2; Available at http://www.algebra.uni-linz.ac.at/Sonata/",Package,Yes,200,3,200
2646433,"Braić, S. and Golemac, A. and Mandić, J. and Vučičić, T.",Glas. Mat. Ser. III,2010,article,"L. H. Soicher, The DESIGN package for GAP, Version 1.3, 2006, http://designtheory.org/software/gap_design/.",Package,Yes,107,3,107
2646433,"Braić, S. and Golemac, A. and Mandić, J. and Vučičić, T.",Glas. Mat. Ser. III,2010,article,"L. H. Soicher, The GRAPE package for GAP, Version 4.3, 2006, http://www.maths.qmul.ac.uk/simleonard/grape/.",Package,Yes,107,3,107
2604639,"Braić, S. and Golemac, A. and Mandić, J. and Vučičić, T.",J. Combin. Des.,2010,article,"L. H. Soicher, The package DESIGN for GAP, Version 1.3, 2006, http://designtheory.org/software/gap_design/.",Package,Yes,107,3,107
2753302,"Braić, S.",Glas. Mat. Ser. III,2010,article,"L. H. Soicher, The DESIGN package for GAP, Version 1.3, 2006, http:// designtheory.org/software/gap_design/.",Package,Yes,108,3,108
2844687,"Braić, S. and Golemac, A. and Mandić, J. and Vučičić, T.",J. Combin. Des.,2011,article,"L. H. Soicher, The DESIGN package for GAP, Version 1.3, 2006, http://designtheory.org/software/gap_design/",Package,Yes,106,3,106
3361261,"Braić, S. and Mandić, J. and Vučičić, T.",Glas. Mat. Ser. III,2015,article,"L. H. Soicher, The DESIGN package for GAP, Version 1.3, 2006, http://designtheory.org/software/gap_design/.",Package,Yes,107,3,107
3994437,"Branco, M. B. and Ojeda, I. and Rosales, J. C.",J. Algebra Appl.,2019,article,"M. Delgado, P. A. García-Sánchez and J. Morais, ""numericalsgps"": A GAP package on numerical semigroups, https://github.com/gap-packages/numericalsgps.",Package,Yes,150,3,150
4134359,"Bravi, P. and Gandini, J.",Kyoto J. Math.,2020,article,"W. A. de Graaf, SLA – computing with Simple Lie Algebras: A GAP package, 2009, available at http://science.unitn.it/~degraaf/sla.html.",Package,Yes,134,3,134
2049015,"Bray, J. N. and Curtis, R. T.",J. Group Theory,2004,article,S. A. Linton. Double coset enumerator. GAP 3.4 share package (c. 1995–1997).,Package,No,76,1,76
2831228,"Breuer, T.",LMS J. Comput. Math.,2011,article,"T. Breuer, `The GAP character table library, version 1.1', GAP package (2003) available from http://www.math.rwth-aachen.de/simThomas.Breuer/ctbllib.",Package,Yes,149,3,149
3985485,"Breuer, T. and Hiss, G. and Lübeck, F. and Lux, K.",Math. Comp.,2019,article,"T. Breuer, CTblLib, The GAP Character Table Library, a GAP package, Version 1.2.2 (released 07/03/2013), http://www.gap-system.org/Packages/ctbllib.html, http://www.math.rwth-aachen.de/~Thomas.Breuer/ctbllib/.",Package,Yes,209,3,209
3985485,"Breuer, T. and Hiss, G. and Lübeck, F. and Lux, K.",Math. Comp.,2019,article,"L. Maas and F. Noeske,  moc, MOC for  GAP, unreleased GAP package.",Package,No,66,1,66
3985485,"Breuer, T. and Hiss, G. and Lübeck, F. and Lux, K.",Math. Comp.,2019,article,"J. Michel, The development version of the CHEVIE package of GAP3, J. Algebra 435 (2015), 308–336, DOI 10.1016/j.jalgebra.2015.03.031. MR3343221 
MR3343221",Package,No,154,2,154
2209165,"Brown, R. and Ghani, N. and Heyworth, A. and Wensley, C. D.",J. Symbolic Comput.,2006,article,"Delgado, M., Linton, S., Morais, J.E., 2005. GAP package Automata. http://cmup.fc.up.pt/cmup/mdelgado/automata/.",Package,Yes,112,3,112
4187240,"Bruns, W. and García-Sánchez, P. A. and Moci, L.",J. Algebra,2021,article,"M. Delgado, P.A. García-Sánchez, J. Morais, NumericalSgps, a package for numerical semigroups, Version 1.1.8 (Refereed GAP package), https://gap-packages.github.io/numericalsgps, 2018. 
MR3493240",Package,Yes,195,3,195
4187240,"Bruns, W. and García-Sánchez, P. A. and Moci, L.",J. Algebra,2021,article,"S. Gutsche, M. Horn, C. Söger, NormalizInterface, GAP wrapper for Normaliz, Version 0.9.8 (GAP package), https://gap-packages.github.io/NormalizInterface, 2016.",Package,Yes,160,3,160
3351564,"Bryant, R. M. and Danz, S. and Erdmann, K. and Müller, J.",J. Pure Appl. Algebra,2015,article,"T. Breuer, GAP-package CTblLib, The GAP Character Table Library, version 1.2.2, http://www.gap-system.org/Packages/ctbllib.html, 2013.",Package,Yes,134,3,134
3578995,"Bui, A. T. and Ellis, G.",J. Homotopy Relat. Struct.,2016,article,"Rahm, A.D., Sánchez-García, R.J.: GAP implementation of the Davis complex (2015). http://www.gap-system.org/Packages/hap.html",Package,Yes,125,3,125
3492040,"Bulois, M. and Hivert, P.",Transform. Groups,2016,article,"W. de Graaf, SLA — a GAP package, 0.13, 2013, http://www.science.unitn.unitn.it/~degraaf/sla.html.",Package,Yes,98,3,98
3807058,"Bulois, M.",J. Algebra,2018,article,"W. de Graaf, SLA – a GAP package, Version 1.2, http://www.science.unitn.it/~degraaf/sla.html, 2016.",Package,Yes,99,3,99
3786906,"Buratti, M. and Wassermann, A.",Australas. J. Combin.,2018,article,"L. H. Soicher, The DESIGN package for GAP, Version 1.6, http://designtheory.org/software/gap_design/ (2011).",Package,Yes,108,3,108
2684423,"Burness, T. C. and O'Brien, E. A. and Wilson, R. A.",Israel J. Math.,2010,article,"J. Müller, M. Neunhöffer and F. Noeske, GAP 4 Package orb, http://www.math.rwth-aachen.de/simMax.Neunhoeffer/Computer/ Software/Gap/orb.html.",Package,Yes,141,3,141
3968779,"Burness, T. C. and Harper, S.",Trans. Amer. Math. Soc.,2019,article,"T. Breuer, The GAP Character Table Library, Version 1.2.1,  GAP package, http://www.math.rwth-aachen.de/~Thomas.Breuer/ctbllib, (2012).",Package,Yes,135,3,135
4160887,"Burness, T. C. and Harper, S.",Israel J. Math.,2020,article,"T. Breuer, The  GAP Character Table Library, Version 1.2.1,  GAP package, http://www.math.rwth-aachen.de/~Thomas.Breuer/ctbllib, 2012.",Package,Yes,134,3,134
4064102,"Burness, T. C. and Giudici, M.",Math. Proc. Cambridge Philos. Soc.,2020,article,"T. Breuer. The  GAP Character Table Library, Version 1.2.1.  GAP package, http://www.math.rwth-aachen.de/~Thomas.Breuer/ctbllib, 2012.",Package,Yes,134,3,134
3921366,"Bächle, A. and Margolis, L.",Algebr. Represent. Theory,2019,article,"Bächle, A., Margolis, L.: HeLP – A GAP-package for torsion units in integral group rings. preprint, arXiv:1507.08174 [math.RT] p. 6 (2015) 
cf. MR3820369",Package,No,153,2,153
3921366,"Bächle, A. and Margolis, L.",Algebr. Represent. Theory,2019,article,"Bächle, A., Margolis, L.: HeLP – Hertweck-Luthar-Passi method, GAP package, Version 3.0 http://homepages.vub.ac.be/abachle/help/ (2016) 
MR3820369",Package,Yes,146,3,146
3921366,"Bächle, A. and Margolis, L.",Algebr. Represent. Theory,2019,article,"Breuer, T.: The GAP character table library, version 1.2.1. http://www.math.rwth-aachen.de/~Thomas.Breuer/ctbllib. GAP package (2012)",Package,Yes,133,3,133
4098594,"Bächle, A. and Kimmerle, W. and Serrano, M.",Canad. J. Math.,2020,article,"A. Bächle and L. Margolis, HeLP: A GAP package for torsion units in integral group rings. J. Softw. Algebra Geom 8(2018), 1–9. https://doi.org/10.2140/jsag.2018.8.1. 
MR3820369",Package,Yes,176,3,176
4075374,"Bächle, A. and Sambale, B.",Monatsh. Math.,2020,article,"Dietrich, H., Faccin, P., de Graaf, W.A.: CoReLG—A GAP Package, Version 1.20 (2014). http://users.monash.edu/~heikod/corelg/",Package,Yes,124,3,124
2336388,"Cameron, P. J. and Rudvalis, A.",Des. Codes Cryptogr.,2007,article,Soicher LH The DESIGN package for GAP; http://www.designtheory.org/software/gap_design/,Package,Yes,87,2,87
2346935,"Cameron, P. J. and Soicher, L. H.",Bull. Lond. Math. Soc.,2007,article,"L. H. Soicher, The DESIGN package for GAP, Version 1.3, 2006, http://designtheory.org/software/gap_design/.",Package,Yes,107,3,107
2470534,"Cameron, P. J. and Kazanidis, P. A.",J. Aust. Math. Soc.,2008,article,"L. H. Soicher, `The GRAPE package for GAP', Version 4.3, 2006, http://www.maths.qmul.ac.uk/simleonard/grape/.",Package,Yes,109,3,109
2526082,"Cameron, P. J.",Michigan Math. J.,2009,article,"L. H. Soicher, The DESIGN package for GAP, http: //designtheory.org /software .",Package,Yes,79,2,79
2793235,"Cameron, P. J. and Ghosh, S.",Discrete Math.,2011,article,"L.H. Soicher, The GRAPE package for GAP, Version 4.3, 2006. http://www.maths.qmul.ac.uk/simleonard/grape/.",Package,Yes,106,3,106
3337178,"Cameron, P. J. and Spiga, P.",Australas. J. Combin.,2015,article,"L. H. Soicher, The DESIGN package for GAP, Version 1.6, 2011, http://designtheory.org/software/gap_design/.",Package,Yes,107,3,107
3337178,"Cameron, P. J. and Spiga, P.",Australas. J. Combin.,2015,article,"L. H. Soicher, The GRAPE package for GAP, Version 4.6.1, 2012, http://www.maths.qmul.ac.uk/simleonard/grape/.",Package,Yes,109,3,109
3493477,"Cameron, P. J. and Praeger, C. E.",J. Algebraic Combin.,2016,article,"Soicher, L.H.: The DESIGN package for GAP, version 1.6. http://designtheory.org/software/gap_design/(2011)",Package,Yes,106,3,106
3666831,"Cameron, P. J. and Gadouleau, M. and Mitchell, J. D. and Peresse, Y.",Israel J. Math.,2017,article,"L. H. Soicher, The GRAPE package for GAP, Version 4.6.1, 2012, http://www.maths.qmul.ac.uk/~leonard/grape/.",Package,Yes,107,3,107
3040874,"Camina, R. and Thillaisundaram, A.",Glasg. Math. J.,2013,article,"W. Nickel, NQ-nilpotent quotients of finitely presented groups (A refereed GAP 4 package) (1998). http://www.gap-system.org/Packages/nq.html",Package,Yes,140,3,140
2367323,"Campbell, C. M. and Havas, G. and Ramsay, C. and Robertson, E. F.",Experiment. Math.,2007,article,"Greg Gamble, Alexander Hulpke, George Havas, and Colin Ramsay. ""GAP Package ACE; Advanced Coset Enumerator."" Available online (http://www.gap-system.org/Packages/ace.html), 2004.",Package,Yes,178,3,178
1998050,"Campbell, C. M. and Havas, G. and Hulpke, A. and Robertson, E. F.",Comm. Algebra,2003,article,"Gamble, G., Havas, G., Hulpke, A. (2000a). PGRelFind: a GAP example using the share package ACE. http://www-gap.dcs.st-and.ac.uk/simgap/Intro/pgrelfind.html.",Package,Yes,157,3,157
2118175,"Campbell, C. M. and Havas, G. and Ramsay, C. and Robertson, E. F.",LMS J. Comput. Math.,2004,article,"Greg Gamble, Alexander Hulpke, George Havas and Colin Ramsay, GAP package ACE; Advanced Coset Enumerator, 2004; http://www.gap-system.org/Packages/ace.html. 268",Package,Yes,160,3,160
1936494,"Campbell, C. M. and Havas, G. and Hulpke, A. and Robertson, E. F.",Comm. Algebra,2002,article,"Gamble, G.; Havas, G.; Hulpke, A. PGRelFind: a GAP Example Using the ACE Share Package, 2000. http://www-gap.dcs.st-and.ac.uk/simgap/Intro/pgrelfind.html",Package,Yes,153,3,153
2168723,"Cannon, J. J. and Eick, B. and Leedham-Green, C. R.",J. Symbolic Comput.,2004,article,"Holt, D.F., Leedham-Green, C.R., O'Brien, E.A., Rees, S., 1996. Smash, matrix groups and G-Modules, A GAP share package.",Package,No,120,2,120
3551894,"Cannon, J. and Garonzi, M. and Levy, D. and Maróti, A. and Simion, I. I.",Israel J. Math.,2016,article,"T. Breuer, CTblLib, - GAP's Character Table Library package, version 1.2.1 (2012), http://www.math.rwth-aachen.de/~Thomas.Breuer/ctbllib.",Package,Yes,137,3,137
3551894,"Cannon, J. and Garonzi, M. and Levy, D. and Maróti, A. and Simion, I. I.",Israel J. Math.,2016,article,"L. Naughton and G. Pfeiffer, GAP Package TomLib 1.2.2, The Library of Tables of Marks.",Package,No,86,1,86
3907353,"Cant, A. and Eick, B.",J. Symbolic Comput.,2019,article,"Assmann, B., 2012. Guarana – a GAP package. http://www.gap-system.org.",Package,Yes,70,2,70
3907353,"Cant, A. and Eick, B.",J. Symbolic Comput.,2019,article,"Cant, A., Eick, B., 2017. HallPoly – a GAP package to compute Hall polynomials. http://www.icm.tu-bs.de/~alecant/.",Package,Yes,114,3,114
3907353,"Cant, A. and Eick, B.",J. Symbolic Comput.,2019,article,"Costantini, M., de Graaf, W., 2012. Singular Interface – a GAP package. http://www.gap-system.org.",Package,Yes,98,3,98
3907353,"Cant, A. and Eick, B.",J. Symbolic Comput.,2019,article,"Eick, B., Horn, M., Nickel, W., 2012. Polycyclic – a GAP package. http://www.gap-system.org.",Package,Yes,92,3,92
3907353,"Cant, A. and Eick, B.",J. Symbolic Comput.,2019,article,"Horn, M., Wagner, N., 2018. DeepThought – a GAP package. https://duskydolphin.github.io/DeepThoughtPackage/.",Package,Yes,108,3,108
2254337,"Chapman, S. T. and García-Sánchez, P. A. and Llena, D. and Rosales, J. C.",Discrete Appl. Math.,2006,article,"M. Delgado, P.A. García-Sánchez, J. Morais, numericalsgps: a GAP (The Gap Group. Gap—Groups, Algorithms, and Programming, Version 4.4, 2004 <http://www.gap.system.org>) package on numerical semigroups <http://www.gap-system.org/Packages/numericalsgps.html>.",Package,Yes,257,3,257
2494887,"Chapman, S. T. and García-Sánchez, P. A. and Llena, D.",Forum Math.,2009,article,"Delgado M., García-Sánchez P. A. and Morais J.: ""numericalsgps"": a GAP [14] package on numerical semigroups. (http://www.gap-system.org/Packages/numericalsgps.html)",Package,Yes,164,3,164
2797486,"Chapman, S. T. and García-Sánchez, P. A. and Llena, D. and Marshall, J.",Canad. Math. Bull.,2011,article,"M. Delgado, P. A. García-Sánchez, J. Morais, ""numericalsgps"": a GAP package on numerical semigroups, http://www.gap-system.org/Packages/numericalsgps.html.",Package,Yes,155,3,155
3271229,"Chapman, S. T. and Gotti, F. and Pelayo, R.",Colloq. Math.,2014,article,"M. Delgado, P. A. García-Sánchez and J. Morais, NumericalSgps, A GAP package for numerical semigroups, current version number 0.98 (2013); http://www.gap-system.org/.",Package,Yes,166,3,166
3270769,"Chapman, S. T. and Corrales, M. and Miller, A. and Miller, C. and Patel, D.",J. Aust. Math. Soc.,2014,article,"M. Delgado, P. A. García-Sánchez and J. Morais, `NumericalSgps, a GAP package for numerical semigroups', current version number 0.97 (2011) available via http://www.gap-system.org/.",Package,Yes,181,3,181
3393936,"Chapman, S. T. and García-Sánchez, P. A. and Tripp, Z. and Viola, C.",J. Algebra Appl.,2016,article,"M. Delgado, P. A. García-Sánchez and J. Morais, ""NumericalSgps"", A GAP Package for Numerical Semigroups, available via http://www.gap-system.org.",Package,Yes,145,3,145
3691378,"Chapman, S. T. and Corrales, M. and Miller, A. and Miller, C. and Patel, D.",Comm. Algebra,2017,article,"Delgado, M., García-Sánchez, P. A., Moráis, J. (2011). ""NumericalSgps"", A GAP package for numerical semigroups. Current version number 0.97. Available at: http://www.gap-system.org/ (accessed April 30, 2017). 
MR3493240",Package,Yes,219,3,219
3503973,"Chavli, E.",J. Algebra,2016,article,"J. Michel, The development version of the CHEVIE package of GAP3, J. Algebra 435 (2015) 308–336. 
MR3343221",Package,No,107,2,107
2932983,"Chebolu, S. K. and Christensen, J. D. and Mináč, J.",Canad. Math. Bull.,2012,article,"S. J. Webb, Reps—a GAP package for modular representation theory, 2007. http://www.math.umn.edu/simwebb/GAPfiles/",Package,Yes,113,3,113
2999246,"Chein, O. and Goodaire, E. G. and Kinyon, M.",Algebra Colloq.,2012,article,"G.P. Nagy, P. Vojtěchovský, LOOPS: Computing with Quasigroups and Loops, version 2.1.0, package for GAP, http://www.math.du.edu/loops.",Package,Yes,134,3,134
2434096,"Chermak, A. and Oliver, B. and Shpectorov, S.",Proc. Lond. Math. Soc. (3),2008,article,"The GAP group, `GAP—groups, algorithms, and programming, version 4.4', 2006, package Grape, http://www.gap-system.org",Package,Yes,117,3,117
3346170,"Chillingworth, D. R. J.",Nonlinearity,2015,article,GAP SmallGroups Library www.gap-system.org/Packages/sgl.html (accessed 18 December 2014),Package,Yes,88,2,88
2859920,"Cicalò, S. and de Graaf, W. A. and Schneider, C.",Linear Algebra Appl.,2012,article,"S. Cicalò, W.A. de Graaf, C. Schneider, LieAlgDB–a GAP package, Version 2.1, November 2010. Available from: <www.sztaki.hu/simschneider/Research/LieAlgDB>.",Package,Yes,155,3,155
2862197,"Cicalò, S. and de Graaf, W. A. and Vaughan-Lee, M.",J. Algebra,2012,article,"Björn Assmann, Guarana. A GAP4 package, http://www.gap-system.org/Packages/guarana.html, 2007.",Package,Yes,94,3,94
2862197,"Cicalò, S. and de Graaf, W. A. and Vaughan-Lee, M.",J. Algebra,2012,article,"Serena Cicalò, Willem A. de Graaf, LieRing. A GAP package, http://science.unitn.it/simdegraaf/liering.html, 2011.",Package,Yes,113,3,113
3483156,"Ciolan, E. and García-Sánchez, P. A. and Moree, P.",SIAM J. Discrete Math.,2016,article,"M. Delgado, P. A. García-Sánchez, and J. Morais, ""NumericalSgps"", a GAP package for numerical semigroups; available online from http://www.gap-system.org/. 
MR3493240",Package,Yes,166,3,166
4152353,"Cisto, C. and DiPasquale, M. and Failla, G. and Flores, Z. and Peterson, C. and Utano, R.",Semigroup Forum,2020,article,"Delgado, M., García-Sánchez, P.A., Morais, J.: NumericalSgps, A Package for Numerical Semigroups, Version 1.1.11. https://gap-packages.github.io/numericalsgps (2019). (Refereed GAP package)",Package,Yes,189,3,189
2672155,"Clancy, M. and Ellis, G.",J. K-Theory,2010,article,"B. Eick, F. Gähler and W. Nickel, ""Cryst"", a package for the GAP computer algebra system, available from http://www.gap-system.org.",Package,Yes,131,3,131
2672155,"Clancy, M. and Ellis, G.",J. K-Theory,2010,article,"G. Ellis, ""HAP - Homological Algebra Programming"", a package for the GAP computer algebra system, available from http://www.gap-system.org.",Package,Yes,139,3,139
3079760,"Clark, W. E. and Elhamdadi, M. and Hou, X. and Saito, M. and Yeatman, T.",Pacific J. Math.,2013,article,"L. Vendramin, ""Rig: a GAP package for racks and quandles"", 2011, http://code.google.com/p/rig.",Package,Yes,94,3,94
3253967,"Clark, W. E. and Elhamdadi, M. and Saito, M. and Yeatman, T.",J. Knot Theory Ramifications,2014,article,"L. Vendramin, RIG—a GAP package for racks and quandles (2011), http://code.google.com/p/rig/.",Package,Yes,93,3,93
2124811,"Cohen, A. M. and Gijsbers, D. A. H. and Wales, D. B.",J. Algebra,2005,article,"A.M. Cohen, D.A.H. Gijsbers, GBNP, a GAP package for Gröbner bases computations with noncommutative polynomials, Eindhoven, http://www.win.tue.nl/amc/ow/grobner/doc/, 2002.",Package,Yes,172,3,172
2489325,"Cohen, A. M. and Ivanyos, G. and Roozemond, D.",Indag. Math. (N.S.),2008,article,"Cohen A.M., Gijsbers D.A.H.–GBNP 0.9.4, A GAP package for computing Gröbner bases of non-commutative polynomials, Eindhoven, 2007, available at: http://www.mathdox.org/products/gbnp/.",Package,Yes,183,3,183
3768257,"Conaway, R. and Gotti, F. and Horton, J. and O'Neill, C. and Pelayo, R. and Pracht, M. and Wissman, B.",Internat. J. Algebra Comput.,2018,article,"M. Delgado, P. García-Sánchez and J. Morais, NumericalSgps, A package for numerical semigroups, Version 0.980 dev (2013), (GAP package), http://www.fc.up.pt/cmup/mdelgado/numericalsgps/. 
MR3493240",Package,Yes,197,3,197
2255127,"Cordeiro, E. and Delgado, M.",J. Algebra,2006,article,"M. Delgado, S. Linton, J. Morais, Automata: A GAP package on finite automata, http://www.gap-system.org/Packages/automata.html.",Package,Yes,127,3,127
2255127,"Cordeiro, E. and Delgado, M.",J. Algebra,2006,article,"M. Delgado, J. Morais, SgpViz: A GAP package to visualize finite semigroups, http://www.gap-system.org/Packages/sgpviz.html.",Package,Yes,124,3,124
2230648,"Cordeiro, E. and Delgado, M. and Fernandes, V. H.",Bull. Austral. Math. Soc.,2006,article,"M. Delgado and J. Morais, `SgpViz, a GAP [27] package to visualize finite semigroups (http://www.gap-system.org/Packages/sgpviz.html)'.",Package,Yes,135,3,135
2745555,"Cortadellas, T. and Zarzuela, S.",J. Algebra,2011,article,"M. Delgado, P.A. Garcia-Sánchez, J. Morais. NumericalSgps - a GAP package, 0.95, 2006, http://www.gap-system.org/ Packages/numericalsgps.",Package,Yes,137,3,137
3034776,"Cortadellas Benítez, T. and Jafari, R. and Zarzuela Armengou, S.",Semigroup Forum,2013,article,"Delgado, M., García-Sánchez, P.A., Morais, J.: NumericalSgps-a GAP package, 0.95 (2006). http://www.gap-system.org/Packages/numericalsgps",Package,Yes,137,3,137
3503033,"Costa, A. and Steinberg, B.",Ergodic Theory Dynam. Systems,2016,article,"M. Delgado, S. Linton and J. Morais. Automata: A GAP package on finite automata. http://www.gap-system.org/Packages/automata.html.",Package,Yes,130,3,130
3503033,"Costa, A. and Steinberg, B.",Ergodic Theory Dynam. Systems,2016,article,"M. Delgado and J. Morais. SgpViz: A GAP package to visualize finite semigroups, http://www.gap-system.org/Packages/sgpviz.html, 2008.",Package,Yes,133,3,133
3567868,"Craven, M. J. and Robertz, D.",Groups Complex. Cryptol.,2016,article,"G. Cooperman, ParGAP, Version 1.4.0, (2013), http://www.gap-system.org/Packages/pargap.html.",Package,Yes,92,3,92
2753303,"Crnković, D. and Mikulić, V. and Rodrigues, B. G.",Glas. Mat. Ser. III,2010,article,"L. H. Soicher, The GRAPE package for GAP, Version 4.3, http://www.maths.qmul.ac.uk/simleonard/grape/+, 2006.",Package,Yes,108,3,108
3100304,"Crnković, D. and Mikulić, V.",Ars Combin.,2013,article,"L. H. Soicher, DESIGN - a GAP package, Version 1.3, 2006. (http://designtheory.org/software/gap_design/)",Package,Yes,104,3,104
